meta_type,voyage_phase,local,utc,user_delay,corrections_sent,app_version_used,platform,duration_since_last,position,voyage_number,port_departure,port_arrival,true_heading,reported_sog,reported_stw,distance_over_ground_since_last_report,distance_through_water_since_last_report,distance_to_go,slip_nominal,slip_apparent,propellers_1_avg_rpm,sog,stw,wind_speed,wind_direction,wave_height,swell_height,swell_direction,current_speed,current_direction,dry_bulb_temperature,wet_bulb_temperature,barometric_pressure,sea_water_temperature,sea_water_specific_gravity,speed_wind_true,height_wave,current,current_longitudinal,main_engines_1_operating_hours,main_engines_1_steamtime_hours,main_engines_1_avg_power,main_engines_1_cylinder_consumption,main_engines_1_circulating_consumption,main_engines_sulphur_content_avg,main_engines_total_mass_hfo,main_engines_total_mass_lfo,main_engines_total_mass_mgo,main_engines_total_operating_hours,aux_engines_1_operating_hours,aux_engines_1_avg_power,aux_engines_1_circulating_consumption,aux_engines_2_operating_hours,aux_engines_2_avg_power,aux_engines_2_circulating_consumption,aux_engines_3_operating_hours,aux_engines_3_avg_power,aux_engines_3_circulating_consumption,aux_engines_total_operating_hours,aux_engines_total_mass_hfo,aux_engines_total_mass_lfo,aux_engines_total_mass_mgo,aux_engine_sulphur_content_avg,cargo_cooling_operating_hours_ae,cargo_cooling_fuel_consumption_ae,boilers_1_operating_hours,boilers_total_operating_hours,boilers_total_mass_hfo,boilers_total_mass_lfo,boilers_total_mass_mgo,boiler_sulphur_content_avg,gas_combustion_units_1_operating_hours,gas_combustion_units_1_mass_mgo,compressors_1_operating_hours,compressors_1_avg_power,compressors_1_mass_lfo,compressors_1_mass_mgo,compressors_2_operating_hours,compressors_2_avg_power,compressors_3_operating_hours,compressors_3_avg_power,unknown_1_operating_hours,unknown_1_mass_mgo,unknown_1_mass_lfo,unknown_1_mass_hfo,re_liquefaction_plant_1_operating_hours,re_liquefaction_plant_2_operating_hours,re_liquefaction_plant_3_operating_hours,re_liquefaction_plant_total_quantity,liquid_fresh_water_remaining,liquid_fresh_water_consumed,liquid_fresh_water_produced,liquid_fresh_water_operating_hours,fuel_rob_mass_hfo,fuel_rob_mass_lfo,fuel_rob_mass_mdo,fuel_rob_mass_mgo,me_cylinder_oil_rob,me_circulating_oil_rob,ae_circulating_oil_rob,draft_aft,draft_fore,trim,cargo_dwt,transverse_metacentric_height,cargo_total_mass,cargo_volume,bunkering_1_fuel_type,bunkering_1_bdn_number,bunkering_1_mass_change_bdn,bunkering_1_mass_change,bunkering_1_grade,bunkering_1_density,bunkering_1_viscosity,bunkering_1_sulphur,bunkering_1_calorific_value,bunkering_2_fuel_type,bunkering_2_bdn_number,bunkering_2_mass_change_bdn,bunkering_2_mass_change,bunkering_2_grade,bunkering_2_density,bunkering_2_viscosity,bunkering_2_sulphur,bunkering_2_calorific_value,bunkering_3_fuel_type,bunkering_3_bdn_number,bunkering_3_mass_change_bdn,bunkering_3_mass_change,bunkering_3_grade,bunkering_3_density,bunkering_3_viscosity,bunkering_3_sulphur,leg_type,leg_purpose,leg_number,instructions,eta_pilot,rta_pilot,vessel_status,performance_data_status,comment,leggingProblems,actions
"report_position_in_port","In port","2023-09-01 12:00 +08:00","2023-09-01 04:00","null","2","2.5.773","Desktop","20:00","32° 00.00' N 120° 27.00' E","46","CNQZH","CNZJG","","0","","0","","","","","0","0.41952","0.4017946","","","","","","","","","","","","","6.187932","null","null","null","00:00","00:00","0","","","","","","","00:00","00:00","0","","20:00","850","","17:00","850","","37:00","","","7.1","","","","17:00","17:00","","","1.4","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-164","","","","550.331","66.895","0","186.20000000000002","68437","37894.8","10074.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","cargo","1","||","","","Port","berth","vessel in port","",""
"report_position","At sea","2023-09-21 12:00 +03:00","2023-09-21 09:00","null","2","2.5.773","Desktop","24:00","26° 54.95' S 45° 52.32' E","47","SGSIN","USHOU","245.4","15.75","16.087500000000002","378","386.1","9189","2.24727640176821","0.15257518180610044","83.3","15.05661","14.74494","18","0","2","2","0","0.2","0","24","22","1016","23","1.025","14.22686","2.409791","0.3158667","0.2959443","24:00","24:00","7512","200","60","","31.07","","","24:00","00:00","0","","24:00","950","4.5","00:00","0","","24:00","4.2","","0.1","","04:00","0.36","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-72","","19","","1401.6","0.23","0","313","64710","36476.8","8756.2","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-09-22 12:00 +02:00","2023-09-22 10:00","null","2","2.5.773","Desktop","25:00","29° 26.72' S 39° 01.57' E","47","SGSIN","USHOU","255.2","15.88","16.08","397","402","8792","1.321967501041358","0.07917112196127436","83.2","15.75244","15.46385","13","0","1","1","0","0.2","270","23","22","1017","23","1.025","5.564099","1.955314","0.2677315","0.2489928","25:00","25:00","7670","210","60","","33.1","","","25:00","03:00","750","0.7","22:00","750","4","01:00","750","0.3","26:00","4.2","","0.1","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-59","","19","","1364.3","0.23","0","312.90000000000003","64500","36416.8","8751.2","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston at full speed ","",""
"report_position","At sea","2023-09-23 12:00 +02:00","2023-09-23 10:00","null","2","2.5.773","Desktop","24:00","30° 54.00' S 32° 31.00' E","47","SGSIN","USHOU","255","15.541666666666666","15.833333333333334","373","380","8419","3.074875075845185","1.2559049030058185","82.9","14.57524","15.19942","17","0","2","2","0","0.3","45","23","21","1017","21","1.025","10.04922","2.269369","-0.6223517","-0.6179914","24:00","24:00","7680","200","60","","31.8","","","24:00","01:00","750","0.4","23:00","750","3.5","02:00","750","0.4","26:00","4.5","","0.1","","09:00","0.63","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-49","","19","","1328","0.23","0","312.8","64300","36356.8","8746.9","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-09-24 12:00 +01:00","2023-09-24 11:00","null","2","2.5.773","Desktop","25:00","34° 20.97' S 26° 08.15' E","47","SGSIN","USHOU","248","15.64","15.32","391","383","8028","-2.218996680648304","-0.1275594084099758","82.4","15.68607","14.93306","28","135","4","4","135","0.3","90","22","20","1022","16","1.025","19.28071","2.661079","0.8367399","0.8463","24:00","24:00","7416","200","60","","32.1","","","24:00","00:00","0","","25:00","950","4.5","01:00","750","0.2","26:00","4.2","","0.1","","02:00","0.2","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-44","","18","","1291.7","0.23","0","312.7","64100","36296.8","8742.2","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-09-25 12:00 +01:00","2023-09-25 11:00","null","2","2.5.773","Desktop","24:00","34° 59.00' S 19° 16.00' E","47","SGSIN","USHOU","289","14.5","15.208333333333334","348","365","7680","5.94042962846845","1.3455655585947817","79.7","14.44634","13.66631","35","90","4.5","4.5","90","0.7","135","15","13","1013","16","1.025","25.4327","5.301314","0.7151616","0.7127324","24:00","24:00","6532","170","50","","27.2","","","24:00","01:00","750","0.2","24:00","950","3","01:00","750","0.2","26:00","4.4","","0.1","","06:00","0.49","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-37","","18","","1260.1","0.23","0","312.6","63930","36246.8","8738.8","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instructions ","",""
"report_position","At sea","2023-09-26 12:00 +01:00","2023-09-26 11:00","null","1","2.5.773","Desktop","24:00","32° 45.55' S 12° 48.37' E","47","SGSIN","USHOU","288","14.708333333333334","15.625","353","375","7327","8.49269821743275","2.7896935737600033","83.1","14.78525","14.56378","29","180","3","3","180","0.9","90","15","13","1027","16","1.025","16.11685","3.550886","0.2114294","0.2128779","24:00","24:00","7389","190","50","","30.5","","","24:00","00:00","0","","00:00","0","","24:00","750","3","24:00","4","","0.1","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-29","","18","","1225.6","0.23","0","312.5","63740","36196.8","8735.8","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston at full speed ","",""
"report_position","At sea","2023-09-27 12:00 +00:00","2023-09-27 12:00","null","1","2.5.773","Desktop","25:00","30° 02.42' S 5° 54.30' E","47","SGSIN","USHOU","294.1","15.8","16","395","400","6932","3.215023217801258","1.9898969294189954","84.4","15.61952","15.60915","18","90","2","2","90","0.2","0","17","16","1023","17","1.025","12.42377","2.437326","0.008249","0.009191","25:00","25:00","7838","210","60","","33.8","","","25:00","00:00","0","","20:00","950","3","05:00","750","1","25:00","5.5","","0.1","","20:00","1.47","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-29","","","","1186.3","0.23","0","312.40000000000003","63530","36136.8","8731.8","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instructions ","",""
"report_position","At sea","2023-09-28 12:00 +00:00","2023-09-28 12:00","null","1","2.5.773","Desktop","24:00","27° 04.35' S 0° 24.32' W","47","SGSIN","USHOU","298.1","15.791666666666666","16","379","384","6553","2.2234289863860734","0.933500608897763","83.5","15.75611","15.666","14","90","1","1","90","0.2","0","17","16","1023","17","1.025","4.433439","1.901387","0.0902467","0.0933135","24:00","24:00","7750","200","50","","31.8","","","24:00","00:00","0","","24:00","950","3","00:00","0","","24:00","4","","0.1","","01:00","0.14","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-29","","","","1150.5","0.23","0","312.3","63330","36086.8","8728.8","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston at full speed as per charterer's instructions ","",""
"report_position","At sea","2023-09-29 12:00 +00:00","2023-09-29 12:00","null","1","2.5.773","Desktop","24:00","24° 00.22' S 6° 18.23' W","47","SGSIN","USHOU","302.1","15.583333333333334","16","374","384","6179","3.2816967573050544","0.6956458684629437","83.3","15.38858","15.32767","13","180","1","1","180","0.4","135","19","17","1016","17","1.025","4.357739","2.088406","0.0690848","0.0696602","24:00","24:00","7788","200","50","","32","","","24:00","00:00","0","","24:00","950","4","00:00","0","","24:00","4.3","","0.1","","03:00","0.23","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-22","","18","","1114.2","0.23","0","312.2","63130","36036.8","8724.8","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-09-30 12:00 +00:00","2023-09-30 12:00","null","1","2.5.773","Desktop","24:00","20° 42.82' S 11° 57.75' W","47","SGSIN","USHOU","302.9","15.666666666666666","16.083333333333332","376","386","5803","2.7644865795366322","0.17843569069452153","83.3","15.47851","15.59953","15","0","1","1","0","0.4","135","22","20","1016","20","1.025","5.545973","2.116737","-0.1197518","-0.1185647","24:00","24:00","7802","200","50","","32.2","","","24:00","00:00","0","","21:00","950","4","04:00","950","3","25:00","5.4","","0.1","","24:00","1.75","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-13","","18","","1076.6","0.23","0","312.1","62930","35986.8","8717.8","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to full speed as per charterer instruction ","",""
"report_position","At sea","2023-10-01 12:00 -01:00","2023-10-01 13:00","null","1","2.5.773","Desktop","25:00","17° 01.92' S 17° 40.92' W","47","SGSIN","USHOU","314.9","15.8","16","395","400","5408","2.054531889477532","0.814715837445602","83.4","15.76581","15.66663","14","135","1","1","135","0.2","135","23","21","1016","21","1.025","4.752427","1.7713","0.0875849","0.0889237","25:00","25:00","7859","210","55","","33.7","","","25:00","00:00","0","","00:00","750","0","25:00","0","4","25:00","4.1","","","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-3","","18","","1038.8","0.23","0","312.1","62720","35931.8","8713.8","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-10-02 12:00 -01:00","2023-10-02 13:00","null","1","2.5.773","Desktop","24:00","13° 17.60' S 22° 59.12' W","47","SGSIN","USHOU","306.9","15.833333333333334","16.041666666666668","380","385","5028","1.9654433108884113","0.6755149334001009","83.5","15.88955","15.7424","14","90","1","1","90","0.2","135","25","23","1016","23","1.025","8.105712","2.216982","0.1447212","0.1453879","24:00","24:00","7831","200","50","","32.4","","","24:00","01:00","750","0.2","00:00","0","","23:00","750","4","24:00","4.1","","0.1","","03:00","0.29","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","-3","","","","1002.3","0.23","0","312","62520","35881.8","8709.6","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston at full speed as per instruction ","",""
"report_position","At sea","2023-10-03 12:00 -02:00","2023-10-03 14:00","null","2","2.5.773","Desktop","25:00","9° 14.75' S 28° 22.08' W","47","SGSIN","USHOU","308.2","16","15.8","400","395","4244","1.1702186480640766","2.4055909149632755","83.7","15.98417","15.7468","13","135","2","2","135","0.2","315","29","28","1016","28","1.025","13.89291","1.912221","0.2284604","0.2295327","25:00","25:00","7810","210","55","","33.6","","","25:00","00:00","0","","00:00","0","","25:00","950","3","25:00","5.7","","0.1","","24:00","1.85","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","5","","18","","963","0.23","0","311.9","62310","35826.8","8706.6","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston at full speed as per charterer's instructions ","",""
"report_position","At sea","2023-10-04 12:00 -02:00","2023-10-04 14:00","null","2","2.5.773","Desktop","24:00","5° 17.57' S 33° 26.27' W","47","SGSIN","USHOU","308.9","16","15.708333333333334","384","377","4244","-0.26730544432771863","1.5604839778345054","82.5","15.98844","15.86312","13","135","1","1","135","0.3","0","32","29","1014","28","1.025","14.52779","1.837619","0.1403009","0.1400838","24:00","24:00","7660","200","50","","31.7","","","24:00","00:00","0","","00:00","0","","24:00","750","4","24:00","4","","0.1","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","11","","16","","927.3","0.23","0","311.8","62110","35776.8","8702.6","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-10-05 12:00 -02:00","2023-10-05 14:00","null","1","2.5.773","Desktop","24:00","1° 40.00' S 38° 48.00' W","47","SGSIN","USHOU","302","16.083333333333332","15.583333333333334","386","374","3943","-2.1515516826185057","1.0241442246131578","81.4","16.1653","15.60327","14","135","1","1","135","0.5","270","31","29","1014","28","1.025","16.01696","1.613008","0.5834769","0.5868548","24:00","24:00","7141","190","50","","29.5","","","24:00","00:00","0","","01:00","750","0.3","24:00","950","4","25:00","5.3","","0.1","","17:00","1.31","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","20","","17","","892.5","0.23","0","311.70000000000005","61920","35726.8","8698.3","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instructions ","",""
"report_position","At sea","2023-10-06 12:00 -03:00","2023-10-06 15:00","null","1","2.5.773","Desktop","25:00","1° 53.12' N 44° 28.85' W","47","SGSIN","USHOU","302.1","16","15.8","400","395","3543","-0.26730544432771863","0.9860358737263778","82.5","16.1181","15.11859","15","135","1","1","135","0.2","0.2","31","29","1014","29","1.025","16.04572","1.644901","0.9619035","0.9746839","25:00","25:00","7492","200","55","","32.3","","","25:00","01:00","750","0.2","00:00","0","","25:00","750","4","26:00","4.2","","0.1","","00:00","0","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","28","","18","","856","0.23","0","311.6","61720","35671.8","8694.1","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel Proceeding at full speed as per charterer's instruction ","",""
"report_position","At sea","2023-10-07 12:00 -04:00","2023-10-07 16:00","null","1","2.5.773","Desktop","25:00","5° 29.88' N 50° 11.35' W","47","SGSIN","USHOU","295.3","16.08","15.28","402","382","3141","-4.834968003188171","0.3807020467216881","79.3","16.18761","14.82631","13","135","1","1","135","0.8","0","33","30","1014","31","1.025","11.45577","1.351415","1.368035","1.340403","25:00","25:00","7020","190","40","","29.3","","","25:00","02:00","750","0.4","01:00","750","0.2","25:00","950","3","28:00","5.7","","0.1","","22:00","1.71","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","35","","17","","821","0.23","0","311.5","61530","35631.8","8690.5","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to Houston at full speed as per charterer's instructions ","",""
"report_position","At sea","2023-10-08 12:00 -04:00","2023-10-08 16:00","null","1","2.5.773","Desktop","24:00","8° 55.12' N 55° 46.55' W","47","SGSIN","USHOU","296.9","16.291666666666668","15.5","391","372","2750","-4.114280920709769","0.9449808120101435","80.9","16.28672","15.41732","12","135","1","1","135","0.8","0","33","31","1014","31","1.025","12.90294","1.172451","0.8493054","0.8363669","24:00","24:00","7074","190","40","","29.5","","","24:00","00:00","0","","05:00","850","0.8","24:00","950","3","29:00","5.2","","0.1","","12:00","0.94","00:00","00:00","","","","","","","00:00","","","","","","","","00:00","","","","00:00","00:00","00:00","0","42","","17","","786.3","0.23","0","311.4","61340","35591.8","8686.7","7.9","5.2","2.7","17122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocean","ballast","1","sog|16|charterparty","2023-10-16 16:00 -05:00","","Sailing (no stop since last report)","sea","vessel proceeding to full speed as per charterer's instruction ","",""
